tau	chr	start	end	transcript_id	thymus	liver	colon	jejunum	skin	mammary	horn	duodenum	rumen	thyroid	uterus	heart	kidney	ileum	adipose	ovary	abomasum	omasum	intestine	esophagus	reticulum	muscle	Lung	spleen	brain
0.99688	9	75561064	75561116	MSTRG.41451.1	0.0	0.0	0.0	0.0	0.178009	0.0	0.0	0.0	0.347934	0.0	1.151374	0.0	0.0	0.0	0.0	0.0	0.211357	0.0	0.0	0.0	0.310389	0.0	0.0	0.0	6.566941
NA	9	75578475	75579259	MSTRG.41453.1	0.0	0.0	0.0	0.0	0.027657	0.0	0.0	0.0	0.0	0.0	0.916118	0.0	0.0	0.0	0.0	0.0	1.6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056097
0.72597	9	76416631	76416669	MSTRG.41461.1	2.380288	0.65474	0.0	0.0	0.584866	2.637368	1.979486	1.583167	9.329209	13.418249	2.289468	0.0	5.108126	2.626564	3.893414	6.841095	1.24556	0.0	4.242467	1.203247	5.777328	0.73426	1.923905	1.983388	19.274502
0.98562	9	79260049	79264187	MSTRG.41466.1	0.019967	0.0	0.0	0.0	0.096497	0.0	1.709185	0.0	0.965362	0.0	4.728534	0.0	0.0	0.0	0.0	0.0	0.0	0.227479	0.0	0.177491	0.040769	0.052008	0.574739	0.0	0.543667
0.99491	9	79479481	79479714	MSTRG.41468.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.359576	0.0	0.486252	0.0	0.0	0.0	0.0	0.435033	0.0	0.0	0.0	0.0	0.0	0.328465	0.0	0.0	12.385149
0.83190	9	79535898	79535996	MSTRG.41471.1	0.814877	0.175504	0.0	0.0	0.213132	1.991175	1.18946	0.79553	33.077656	10.179106	1.149493	9.373913	4.351466	1.339768	1.164345	0.369257	0.802953	24.64349	0.0	0.946859	0.592659	1.10848	1.789008	0.534119	15.673808
0.87357	9	77468811	77469024	MSTRG.41473.2	0.814083	0.820073	3.459631	10.404802	0.040623	0.430941	0.219956	1.650475	65.175591	0.0	2.523673	0.04745	0.097532	1.14963	0.090071	0.561349	0.688813	0.208417	6.870139	0.050339	13.570368	1.248942	0.746258	3.053602	5.211246
0.99682	9	77468811	77469024	MSTRG.41473.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.522575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.324492	0.0	0.0	0.0	0.0	0.0	0.0
0.99288	9	77468811	77469024	MSTRG.41473.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.710049	23.087631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98987	9	77468811	77469024	MSTRG.41473.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.722092	0.0	0.0	0.0	0.0
1.00000	9	78335064	78335401	MSTRG.41477.1	0.282034	16.058842	0.0	0.0	0.628173	0.0	0.0	0.0	0.050121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.277925	0.0	0.135401	0.0	0.0	0.905693
0.80063	9	78538409	78539163	MSTRG.41478.1	1.677358	0.857774	0.0	0.0	0.698756	1.315374	2.658501	0.138507	14.801802	3.542657	10.388177	2.228206	0.718026	0.366111	2.885183	1.451975	0.67819	9.134964	1.385538	3.918214	1.435223	2.776541	2.256942	0.175297	30.821447
0.93150	9	78638817	78639156	MSTRG.41480.13	0.016295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.761559	0.0	1.556021	0.0	0.410966	0.138204	0.454454	0.0	0.010593	6.310233	0.0	0.0	0.0	0.826232	0.008495	0.0	17.968622
1.00000	9	78679352	78679577	MSTRG.41480.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	9	78506263	78506304	MSTRG.41481.1	0.163222	0.0	0.0	0.0	0.080929	0.0	0.05838	0.0	0.569883	0.0	0.246195	0.0	0.0	0.082705	0.06748	0.0	0.055338	0.0	0.0	0.264167	0.072859	0.054336	0.090238	0.047417	0.631028
0.97963	9	78718562	78723180	MSTRG.41483.1	0.013148	0.036703	0.0	0.0	0.0	0.087318	0.16784	0.027982	0.692816	0.0	4.101423	0.145964	0.0	0.0	0.044398	0.086047	0.019551	0.0	0.044286	0.022128	0.179884	0.523783	0.280525	0.0	17.931669
NA	9	79613458	79614867	MSTRG.41488.3	0.0	0.0	0.0	0.0	0.0	0.0	0.702898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.89225	9	80237925	80238629	MSTRG.41494.1	0.063029	0.839886	0.0	0.0	2.212198	1.918646	1.297542	0.328095	3.524205	0.0	0.570221	7.634004	0.206555	0.646721	1.339274	6.581031	1.244877	0.0	0.489813	0.707119	0.48628	0.65409	0.351131	1.100424	18.101547
0.95857	9	80176780	80176855	MSTRG.41494.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29478	0.0	0.177742	0.0	0.0	0.187509	0.0	0.180699	0.150857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.194744
0.96731	9	80764900	80765003	MSTRG.41495.1	0.661035	0.0	0.0	0.0	1.794935	0.0	2.512661	0.0	1.194482	0.0	0.405817	0.0	0.0	0.0	0.504057	8.556134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24115
NA	9	81879224	81879940	MSTRG.41501.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.885572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	9	81879224	81879456	MSTRG.41501.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.449886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125442
0.93394	9	82078944	82079009	MSTRG.41508.1	0.0	0.0	0.0	0.0	11.817396	0.0	1.367241	0.850823	3.989029	0.0	7.650163	0.0	0.0	1.026355	0.0	0.0	0.0	0.0	1.171727	0.0	0.0	0.0	0.341842	0.0	0.753414
0.98731	1	16553848	16560569	MSTRG.415.1	0.011375	0.82584	0.0	0.0	0.714511	12.226423	0.627774	0.034323	0.494541	0.529389	0.114329	0.0	0.0	0.054288	0.350426	0.042118	0.020313	0.0	0.026822	0.103052	0.071506	0.763567	0.04289	0.0	2.144183
0.87381	9	82097985	82098473	MSTRG.41510.1	0.0	0.0	0.0	0.0	3.793665	0.0	4.112188	0.0	12.94151	2.786231	0.596175	0.0	0.0	0.309301	0.0	0.0	0.0	6.907866	0.0	0.501076	0.574954	0.0	0.0	0.0	7.764369
1.00000	9	82098234	82098473	MSTRG.41510.2	0.0	0.0	0.0	0.0	0.509031	0.0	0.079453	0.0	5.352681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.93330	9	82315415	82315650	MSTRG.41513.1	1.290129	0.0	0.0	0.0	0.0	0.0	0.0	0.216546	4.220212	0.0	0.104632	0.0	0.0	2.337759	0.0	0.586111	0.33844	0.0	0.0	0.384045	0.0	0.0	0.84469	5.664217	1.261284
0.93839	9	82411285	82411527	MSTRG.41515.1	0.857968	0.711331	0.0	0.0	0.0	0.0	0.0	0.597794	3.612999	29.585342	0.146235	0.0	0.0	5.773715	0.186307	0.446088	1.564608	0.0	0.551921	0.0	0.0	0.0	0.0	2.236006	2.050521
0.93800	1	284568689	284568986	MSTRG.4152.1	0.0	0.022628	0.0	0.0	0.408077	0.0	0.198874	0.114608	5.697826	0.0	5.413105	0.212148	0.069188	0.290866	0.19528	0.0	0.262953	0.0	0.050736	0.183892	0.13174	1.436301	0.511333	0.053793	1.712888
0.95712	9	83081429	83082194	MSTRG.41522.11	0.133557	0.0	0.0	0.0	6.951327	0.229793	0.885281	0.0	1.710631	0.0	0.260303	0.0	0.0	0.627416	0.087159	0.0	0.128942	0.0	0.141311	0.0	0.124298	0.735528	0.415472	0.0	4.298698
0.94474	9	83399925	83400109	MSTRG.41524.1	0.338661	0.0	0.0	0.0	2.313475	0.154374	0.0	1.39343	3.690692	0.686907	0.542502	0.27071	0.0	1.495722	0.385191	0.0	0.201073	0.0	0.0	0.0	0.034924	0.953679	0.674367	0.0	1.171913
0.97242	9	83740530	83742422	MSTRG.41526.1	0.000786	0.003976	0.0	0.0	1.230939	0.0	0.868186	0.0	4.843679	2.308699	0.531697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227016	0.000819	0.0	0.670142	0.0	0.0
1.00000	9	83740530	83742422	MSTRG.41526.10	0.0	0.0	0.0	0.0	0.135558	0.055907	0.0	0.0	2.803932	0.0	0.299482	0.0	0.0	0.04702	0.0	0.0	0.093577	0.0	0.098094	0.154132	0.0	0.0	0.083893	0.0	0.0
0.92405	9	83769813	83771890	MSTRG.41526.11	0.0	0.0	0.0	0.0	2.581367	1.450328	1.35343	0.0	4.409571	0.0	0.089906	0.0	0.0	0.0	0.0	0.0	0.389446	1.868771	0.0	1.578441	0.0	0.0	0.0	0.0	0.0
NA	9	83720923	83721884	MSTRG.41526.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96141	9	83754512	83755254	MSTRG.41526.13	0.0	0.0	0.0	0.0	1.811412	0.0	1.648862	0.0	1.051368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505632	0.0	0.0	0.0	0.0	0.0
0.95969	9	83755711	83755778	MSTRG.41526.14	0.0	0.0	0.0	0.0	0.488122	0.846261	1.00251	0.0	9.236379	8.569265	0.048749	0.0	0.0	0.0	0.0	0.0	0.209739	0.0	0.0	0.297149	0.0	0.0	0.662028	0.0	0.0
0.91940	9	83727643	83727951	MSTRG.41526.15	0.0	0.0	0.0	0.0	6.107189	1.23183	1.082176	0.0	11.415207	7.255641	0.679261	0.0	0.0	0.0	0.0	0.0	0.305995	0.0	0.0	0.62734	0.397202	0.0	1.880523	0.0	0.0
0.96379	9	83754512	83755254	MSTRG.41526.17	0.0	0.0	0.0	0.0	3.733998	0.80764	0.213711	0.0	4.554471	0.0	0.116833	0.0	0.0	0.015855	0.0	0.0	0.101331	0.0	0.0	0.580745	0.0	0.0	0.255747	0.0	0.078719
0.91377	9	83769813	83771890	MSTRG.41526.18	0.143302	0.781696	0.685618	0.0	6.905982	0.801832	0.926605	0.077201	7.84335	25.907953	0.273833	0.0	0.5248	0.102155	0.0	0.0	0.6592	12.737266	0.099644	0.960768	0.191823	0.0	0.882748	0.0	1.220301
0.81370	9	83740530	83744198	MSTRG.41526.2	0.199311	0.243084	1.770103	0.370764	4.552146	1.883375	2.92873	0.237805	7.434475	9.358656	1.940259	0.0	0.17619	0.79588	0.0	0.0	1.788441	4.447115	0.292234	1.530293	0.298288	0.0	2.820217	0.0	0.458999
0.92434	9	83754512	83755254	MSTRG.41526.3	0.041605	0.586171	0.0	0.0	2.017553	0.01688	1.141901	0.107887	4.522323	7.141327	0.339345	0.0	0.180185	0.07747	0.0	0.0	0.360107	2.964573	0.219259	0.881087	0.063335	0.0	1.149428	0.0	0.518773
0.98832	9	83740530	83742422	MSTRG.41526.4	0.0	0.0	0.0	0.0	1.152671	0.0	0.764131	0.0	1.659738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.97493	9	83740530	83742422	MSTRG.41526.5	0.131132	0.0	0.0	0.0	0.693744	0.050909	0.842943	0.0	2.950366	0.0	0.07983	0.0	0.0	0.019036	0.0	0.0	0.086372	1.917177	0.0	6e-06	0.543995	0.0	0.718518	0.0	0.0
1.00000	9	83754512	83755254	MSTRG.41526.6	0.0	0.0	0.0	0.0	0.594887	0.40184	0.169631	0.0	3.158755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100057	0.0	0.0	0.0	0.0	0.0
0.96226	9	83754512	83755254	MSTRG.41526.7	0.0	0.0	0.0	0.0	0.433851	1.370125	0.0	0.0	1.384636	5.834211	0.079581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020058	0.0	0.0	0.0	2.604264	0.0	0.0
NA	9	83740974	83742422	MSTRG.41526.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171284	0.0	0.210018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.98006	9	83740530	83742422	MSTRG.41526.9	0.097502	0.098942	0.0	0.0	0.656921	1.906615	0.392165	0.0	3.850565	0.0	0.0	0.0	0.0	0.062929	0.0	0.0	0.217271	0.0	0.0	0.502702	0.176434	0.0	0.149748	0.0	0.0
0.97869	9	82704570	82706199	MSTRG.41529.1	0.037913	0.0	0.0	0.0	0.082755	0.809577	0.390808	0.786425	0.467575	0.0	0.0	0.0	0.0	3.615878	0.0	0.0	0.067357	0.0	0.0	0.0	0.0	0.852778	0.0	12.350473	0.0
0.97261	9	82704570	82706199	MSTRG.41529.2	0.0	0.0	0.0	0.487978	0.0	0.0	0.0	1.277875	0.0	0.0	0.0	0.0	0.0	15.275632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.697071	0.0
0.96800	9	82704570	82706199	MSTRG.41529.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.329357	0.110209	0.0	0.0	0.0	0.0	7.148539	0.0	0.0	0.0	0.0	0.041545	0.0	0.487963	0.0	0.0	4.529226	0.0
0.98118	9	82704570	82706199	MSTRG.41529.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230617	0.0	0.0	0.0	0.0	2.685981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.912286	0.0
0.89683	9	82704570	82706199	MSTRG.41529.5	0.413139	0.0	1.053189	4.032265	0.095952	0.174428	0.035376	0.375778	2.284538	5.913332	0.239631	0.0	0.0	9.893533	0.0	0.174059	0.507653	0.0	0.894132	0.090279	0.302718	0.0	0.179539	4.530738	1.12137
0.98933	9	82704570	82706199	MSTRG.41529.6	0.0	0.0	0.0	0.0	0.0	0.025365	0.0	0.604817	0.086684	0.0	0.0	0.0	0.0	1.444638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.204041	0.0
0.93243	9	82704570	82706199	MSTRG.41529.7	0.631967	0.365667	6.183068	0.75778	0.340393	0.927389	0.273019	1.096438	1.238275	1.649404	0.207399	0.0	0.062701	13.053624	0.110407	0.077399	0.546233	0.278323	1.02195	0.074924	0.169759	0.093268	0.217449	3.008715	1.514561
0.96185	9	82704570	82706199	MSTRG.41529.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.766653	0.0	0.0	0.0	0.0	0.268725	0.0	0.0	0.0	0.0	3.03841	0.0	0.0	0.0	0.0	0.585241	0.0
1.00000	1	284653811	284659891	MSTRG.4153.1	0.0	0.027708	0.0	0.0	0.0	0.013557	0.0	0.0	1.808829	0.0	0.024786	0.0	0.0	0.0	0.0	0.0	0.0172	0.0	0.0	0.0	0.07697	0.0	0.0	0.0	0.0
1.00000	9	82857572	82857616	MSTRG.41531.2	0.004056	0.0	0.0	0.0	0.005766	0.0	0.0	0.0	0.518596	0.0	0.045378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003715	0.0	0.479802	0.465024	0.0	3.664181
0.91673	9	82845517	82846476	MSTRG.41531.3	0.0	0.061794	0.042842	0.188523	0.035184	0.0	0.0	0.051747	5.530932	0.0	7.364133	0.0	0.042291	0.0	0.0	0.191895	0.0	0.183057	0.086739	0.0	0.071514	4.51904	1.267082	0.057179	15.30531
NA	9	82836614	82841744	MSTRG.41531.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	9	82846596	82855169	MSTRG.41531.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	1	284656131	284659891	MSTRG.4153.2	0.0	0.064329	0.568911	0.0	0.0	0.010397	0.0	0.0	0.595818	0.0	0.155127	0.0	0.0	0.032656	0.0	0.0	0.087201	0.0	0.076759	0.0	0.065763	0.027247	0.0	0.0	0.13276
NA	9	83983911	83984018	MSTRG.41533.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.604117
0.83663	9	84058600	84060141	MSTRG.41535.1	1.919682	0.686342	1.209792	2.560445	1.004662	2.729323	0.622158	3.414461	2.116928	0.653511	1.479776	1.025424	0.0	1.709124	1.926283	1.89097	2.194065	0.0	4.634927	1.01289	1.690176	0.280525	0.410109	3.329479	16.855551
0.81688	9	84241548	84243795	MSTRG.41536.1	1.52064	0.218795	0.0	1.055654	0.214292	0.601945	2.274079	1.327436	14.725486	1.801876	23.579676	1.011004	1.529847	2.504012	2.946455	1.590643	0.774409	0.0	0.736791	1.127967	0.562204	23.250374	3.493962	0.768695	33.502682
0.62602	9	84248455	84251556	MSTRG.41537.1	7.665873	1.670856	3.087213	1.857497	0.777506	1.424775	5.065094	2.726053	9.363881	6.460134	19.690723	3.013899	0.916391	6.155519	3.740853	3.548092	3.778073	2.906882	2.911882	2.347391	1.589675	18.814846	3.532167	0.565023	24.86797
0.96637	9	84244202	84244325	MSTRG.41539.1	0.039659	0.0	0.0	0.0	0.0	0.0	0.062303	0.050821	8.664566	0.0	0.455853	0.0	0.0	0.008134	0.027754	0.0	0.0	0.0	0.0	0.052766	0.0	4.572695	0.0	0.0	1.249439
0.52880	9	84447865	84449754	MSTRG.41542.1	7.86938	3.923063	4.939067	4.845896	0.996411	3.430673	3.426322	3.2343	11.815492	1.190656	10.396606	2.63413	1.581415	5.519005	1.803331	5.604313	3.819295	8.629578	3.891951	3.282065	1.837614	8.87094	2.015	1.253104	14.752552
0.98309	9	84520465	84520633	MSTRG.41544.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.370361	0.0	0.155034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.109455	0.0	0.0	0.0	0.0	0.0
0.88471	9	84716789	84716984	MSTRG.41546.1	1.060381	0.0	2.494809	8.765526	0.261428	0.0	0.0	5.260142	0.164944	2.551844	0.739604	0.0	1.25465	2.12178	0.211956	0.0	0.0	0.0	4.295318	0.256075	0.0	0.0	0.0	0.564828	0.249546
0.69868	9	84916744	84916957	MSTRG.41549.1	31.723043	1.104449	0.0	0.0	1.27257	2.943657	10.654811	1.100753	13.239149	9.366263	7.059832	4.767179	1.792635	3.26387	3.195104	6.886889	0.979833	0.0	1.707786	2.905264	2.490454	5.947853	2.323277	0.250328	16.181509
NA	9	84925007	84925172	MSTRG.41550.2	0.0	0.0	0.0	0.0	0.02317	0.0	0.0	0.0	0.122999	0.0	0.006673	0.0	0.0	0.000504	0.030823	0.0	0.000983	0.0	0.0	0.0	0.0	0.0	0.004617	0.0	0.131402
0.89554	9	84943870	84944447	MSTRG.41551.1	1.522545	0.0	0.0	0.0	2.020602	0.0	0.13566	0.179556	17.175823	0.0	2.485263	0.0	0.0	0.146744	0.0	0.0	0.160084	2.478778	0.071652	0.0	0.09678	0.570818	9.231078	0.062561	7.129958
0.99324	9	86840430	86840892	MSTRG.41555.1	0.019637	0.0	0.0	0.0	0.222055	0.023446	0.088187	0.01667	0.489643	0.0	0.473656	0.139427	0.044548	0.016258	0.0	0.0	1.097982	0.52083	0.0	0.515856	0.094479	0.133598	0.0	0.0	1.778772
0.80229	9	86886006	86886129	MSTRG.41557.3	1.304815	0.0	4.762676	4.419468	1.064301	0.469902	0.174443	0.994447	6.824796	3.769685	0.660244	0.0	0.0	1.86037	0.0	5.328617	0.663143	0.0	0.403901	0.740216	1.122328	1.340944	0.710891	1.328992	4.152413
0.97446	9	87186491	87187210	MSTRG.41562.1	0.083874	0.0	0.0	0.0	1.818967	0.097887	0.0	0.0	1.847339	0.0	0.160795	0.0	7.223556	0.058193	0.0	0.424788	0.0	0.0	0.139971	0.0	0.166199	0.0	0.0	0.131115	0.468755
1.00000	9	87691223	87691471	MSTRG.41565.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.550152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.95552	9	87691223	87691471	MSTRG.41565.2	0.651675	0.0	0.0	0.0	0.0	0.542266	0.0	0.21496	5.246333	0.0	0.741471	1.409768	0.0	0.880145	2.550153	0.0	0.0	0.0	0.0	0.0	0.0	1.632331	0.684528	0.0	0.449776
0.82251	9	87724659	87724707	MSTRG.41568.1	0.875812	1.03181	20.746124	3.023806	1.526667	0.582026	3.12159	2.725379	5.511153	0.0	4.550227	3.518738	0.578863	2.140221	1.014707	1.100352	0.352249	0.0	2.205197	1.045644	2.95805	1.76354	0.362703	0.729197	3.961612
1.00000	9	87336355	87338930	MSTRG.41572.1	0.067155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.466292	0.0	0.035944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.311571
NA	9	87425142	87425159	MSTRG.41573.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04098
0.89983	9	85858974	85859120	MSTRG.41577.1	0.591956	0.0	0.0	1.229841	0.335651	0.111908	0.56162	0.300822	5.877187	0.0	13.973925	0.0	0.0	0.502187	0.037007	0.349951	0.165678	0.0	0.139555	0.0	0.0	5.616584	0.954219	0.130523	13.978247
0.84051	9	86046404	86053846	MSTRG.41579.1	0.567398	0.268377	1.466655	0.900068	5.577626	0.545331	0.65573	0.208135	2.705062	1.55918	2.110827	1.932047	0.73913	1.080798	0.536466	1.570579	0.348618	1.740506	0.401377	0.602022	0.697109	3.788129	0.613085	0.627702	2.549383
0.94384	9	88006423	88006838	MSTRG.41586.1	0.0	0.0	0.0	0.0	2.968595	0.0	0.044733	0.0	3.128101	0.0	0.099833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.369839	0.216235	0.107289	0.0	1.566592
0.77382	9	88771955	88773772	MSTRG.41588.1	0.436111	10.538751	0.824388	0.0	2.914213	1.429635	2.637476	1.210345	6.200588	2.313404	1.631087	0.835403	0.513882	0.71833	6.190541	0.726438	0.468602	3.550301	0.554415	0.821391	5.634583	1.614271	0.615862	0.37341	11.790979
0.94946	9	89296704	89296869	MSTRG.41594.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.191626	0.0	0.0	0.0	0.0	0.0	13.621349	0.0	0.0	0.0	0.0	2.584213	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	1	285198406	285198570	MSTRG.4160.1	0.0	0.0	0.560404	0.378407	0.539909	0.0	0.113866	0.306154	6.074005	0.0	0.0	0.0	0.0	0.089628	0.0	0.0	0.094487	0.0	0.197485	0.09196	0.818508	0.0	0.0	0.0	0.294375
1.00000	1	285198406	285198570	MSTRG.4160.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.376584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	9	89038143	89038968	MSTRG.41606.1	0.005004	0.0	0.0	0.0	0.001669	0.0	0.000359	0.000233	0.003711	0.0	0.00318	0.005329	0.0	0.001254	0.000327	0.0	0.000523	0.0	0.003957	0.000426	0.001254	0.0	0.001647	0.000661	0.006549
NA	9	89041145	89041234	MSTRG.41606.2	0.014341	0.0	0.044103	0.0	0.0	0.0	0.000746	7.5e-05	0.066853	0.0	0.006518	0.053326	0.0	0.001039	7.7e-05	0.0	0.000545	0.0	0.001614	0.000425	0.0	0.0	4e-06	0.003931	0.008527
0.92171	9	90202514	90203856	MSTRG.41609.1	0.959913	0.464411	0.0	0.0	1.211489	0.21473	0.808336	0.208389	2.847563	0.0	1.345021	0.617236	0.198375	0.518518	0.356819	0.542335	0.335672	2.467279	0.438062	0.730447	0.421371	0.194259	0.213356	0.10057	1.776751
0.90868	9	90171877	90172071	MSTRG.41609.2	1.986711	0.0	0.0	0.0	0.189423	0.162901	2.467179	0.0	2.952019	0.0	1.426504	0.0	0.594956	0.195072	3.4e-05	8.7e-05	0.0	0.0	0.0	1.277025	0.190418	0.0	0.421046	0.0	1.200951
1.00000	9	90204752	90205161	MSTRG.41609.3	0.028722	0.0	0.0	0.0	0.457702	0.0	0.0	0.025852	3.015064	0.0	0.039833	0.0	0.0	0.0	0.0	0.350059	0.02117	0.260785	0.007737	0.448866	0.321579	0.003036	0.023995	0.051984	0.27053
1.00000	9	90198555	90200539	MSTRG.41609.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196999	0.0	0.0	0.0	2.679554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.96209	9	90204752	90205161	MSTRG.41609.6	0.153786	0.0	0.0	0.0	0.147557	0.227347	0.046982	0.0	3.198245	0.0	0.0	0.0	0.006875	0.13444	0.0	0.0	0.095379	0.0	0.0	3.588218	0.286438	0.003939	0.0	0.088853	0.0
0.85597	9	90185904	90187150	MSTRG.41610.1	0.642766	0.176655	1.323443	1.217658	1.394748	0.424364	1.723579	0.197811	6.199644	0.0	0.572488	0.211465	7.805579	2.057412	0.263197	0.097457	0.383979	4.044319	0.129197	5.089575	0.655875	0.225181	0.230904	0.448149	1.195021
NA	1	285229689	285230583	MSTRG.4161.1	0.0	0.0	0.0	0.0	0.235365	0.0	0.0	0.111821	0.077357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478632	0.0	0.0	0.0	0.0	0.0
0.99699	9	90217112	90219056	MSTRG.41611.1	0.145442	0.0	0.0	0.0	0.508871	0.0	0.061896	0.0	0.962643	0.0	0.423239	0.0	2.963251	0.079829	0.047856	0.0	0.061247	0.0	0.029886	0.162731	0.0	0.331404	0.154654	0.0	1.081508
NA	1	285229692	285230583	MSTRG.4161.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.68846	9	90226821	90226978	MSTRG.41612.1	3.420727	1.94067	4.24708	0.0	4.51673	2.773092	2.626754	1.624882	11.608517	9.362945	3.303535	1.37286	1.555404	6.687651	1.211774	1.128923	1.123565	0.0	1.831615	2.244913	1.657759	0.458967	0.851116	1.730169	7.581267
1.00000	9	90290924	90291006	MSTRG.41614.1	0.125548	0.0	0.0	0.0	0.098231	0.0	0.0	0.484289	12.219562	0.0	0.0	0.0	0.0	0.262688	0.0	0.0	0.273057	0.0	0.0	0.0	0.347758	0.0	0.0	0.46871	0.60063
