tau	chr	start	end	transcript_id	Skin	Blood	Spleen	Adipose	Abomasum	Ear_bone	Cecum	Lung	Antler	Cerebrum	Cerebella	Jejunum	Rumen	Muscle	Kidney	Testis	Colon	Heart	Ileum	Liver	Esophagus
1.00000	chr10a	68643135	68643170	MSTRG.612.1	0.043287	0.081898	0.021944	0.020818	0.0	0.0	0.0	8.010276	0.2013	0.0	0.05114	0.026924	0.061316	0.0	0.0	0.129055	0.0	0.0	0.0	0.0	0.0
0.95226	chr17a	56405242	56405417	MSTRG.6121.1	0.785799	0.0	0.619269	1.279728	1.28932	0.0	1.173452	0.38323	1.79623	0.067558	0.19139	0.0	4.670715	0.651425	0.0	0.0	0.922545	0.153283	1.252434	0.492458	0.0
0.95773	chr17a	56405242	56405417	MSTRG.6121.3	0.6206	0.0	0.0	1.578087	0.522724	0.152904	0.0	0.781458	1.726524	0.0	0.0	0.519486	0.871818	0.0	0.768411	3.272541	0.272449	0.0	0.255572	0.0	0.304954
1.00000	chr17a	56405242	56405417	MSTRG.6121.4	0.756782	0.0	0.0	0.359235	0.0	0.0	0.067736	0.608252	0.885117	0.0	0.0	0.0	0.264203	0.169206	0.0	14.192316	0.0	0.0	0.118958	0.0	0.0
0.72398	chr17a	56557185	56560627	MSTRG.6126.1	2.285476	3.01939	1.169458	3.82121	0.523029	0.778967	1.02108	0.83741	5.928958	0.715793	0.307692	1.7468	4.414854	0.824344	1.413038	6.59883	2.76208	0.376243	3.086664	1.925972	0.916313
0.91536	chr17a	56529769	56534195	MSTRG.6126.2	1.166152	0.0	0.0	0.613351	0.534113	0.0	0.0	0.0	3.81324	0.0	0.279876	0.553143	3.644763	0.515752	0.0	2.26753	0.0	0.0	0.0	0.190575	0.779644
0.96005	chr17a	56529769	56534195	MSTRG.6126.3	0.137434	0.0	0.0	0.0	0.64606	0.0	0.0	0.0	1.114562	0.0	0.0	5.785375	2.368979	0.0	0.542455	1.539458	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	56529769	56534195	MSTRG.6126.4	0.0	0.0	0.272628	0.367921	0.0	0.0	0.0	0.0	1.034468	0.0	0.0	0.0	0.0	0.486205	0.0	0.2276	0.0	0.0	0.0	0.230658	0.511389
1.00000	chr17a	56529769	56534195	MSTRG.6126.5	0.136449	0.0	0.0	0.081588	0.0	0.0	0.0	0.0	0.902147	0.0	0.0	0.0	0.045203	0.256	0.0	0.056679	2.450927	0.334485	0.0	0.50759	0.0
0.74467	chr17a	56529769	56534195	MSTRG.6126.6	3.300559	1.093384	2.095525	1.979427	3.102427	0.106611	2.660027	3.135971	3.84246	2.295672	0.221218	2.698555	9.717905	1.249501	0.178595	0.029407	4.393983	0.0	0.125655	1.173303	1.859305
0.85871	chr17a	56529769	56534195	MSTRG.6126.7	2.166409	0.0	2.048649	2.666916	0.022734	0.0	0.012642	0.0	3.720739	0.008244	0.215685	0.410122	4.542378	1.635108	0.359721	0.325906	0.625409	0.0	0.0	0.717125	0.0
NA	chr17a	56529769	56534195	MSTRG.6126.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7247	0.0	0.0	0.0	0.647832	0.021458	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	56529769	56534195	MSTRG.6126.9	0.033293	0.0	0.0	0.039171	0.0	0.0	0.0	0.0	0.761603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.338816	0.0	0.0
0.94364	chr17a	56696126	56697172	MSTRG.6129.1	0.80978	0.516251	0.184669	3.266878	3.677904	0.060543	0.643107	0.898252	1.328524	0.115687	0.0	0.748971	0.977347	0.223967	0.211717	0.830765	0.478265	0.033854	0.63771	0.575512	0.193565
NA	chr17a	56696092	56697172	MSTRG.6129.2	0.042039	0.0	0.0	0.0	0.928554	0.0	0.030152	0.0	0.033628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014658	0.0	0.036376	0.035395	0.0
1.00000	chr17a	56696126	56697172	MSTRG.6129.3	0.163819	0.0	0.0	1.033871	0.706433	0.0	0.0	0.0	0.381016	0.0	0.0	0.0	0.434485	0.026774	0.0	0.376009	0.016674	0.0	0.61957	0.097167	0.0
1.00000	chr17a	56696126	56697172	MSTRG.6129.4	0.553892	0.0	0.0	0.0	2.706558	0.0	0.315338	0.64249	0.630725	0.0	0.0	0.0	0.868818	0.229414	0.0	0.0	0.186227	0.0	0.0	0.0	0.0
1.00000	chr17a	56696126	56697172	MSTRG.6129.5	0.258904	0.0	0.0	0.0	2.448861	0.0	0.002337	0.0	0.095709	0.0	0.0	0.0	0.046976	0.0	0.0	0.0	0.0	0.0	0.0	0.024484	0.0
1.00000	chr17a	56696092	56697172	MSTRG.6129.6	0.105156	0.0	0.125914	0.338228	1.237492	0.0	0.125578	0.039193	0.567035	0.0	0.0	0.331618	0.550049	0.046271	0.025389	0.069824	0.01737	0.0	0.229069	0.0	0.059739
0.98175	chr17a	56696126	56697172	MSTRG.6129.7	0.0	0.0	0.0	1.630949	0.825578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072532	0.066436	0.0	3.819846	0.039129	0.0	0.0	0.0	0.0
NA	chr17a	56696092	56697172	MSTRG.6129.8	0.021929	0.0	0.0	0.015864	0.0	0.0	0.0	0.019389	0.129885	0.0	0.0	0.006412	0.031186	0.0	0.0	0.240386	0.0	0.0	0.0	0.0	0.008054
1.00000	chr17a	56758431	56758582	MSTRG.6130.1	0.095633	0.0	0.0	0.285862	0.0	0.0	0.0	0.0	0.109179	0.0	0.0	0.0	0.088127	0.0	0.0	2.874688	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	56758431	56758582	MSTRG.6130.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043457	0.125177	0.0	0.0	0.0	0.140404	0.0	0.0	6.015646	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	57042493	57042951	MSTRG.6132.1	0.432139	0.0	0.187141	0.252307	0.0	0.1342	0.079147	0.0	0.706144	0.188125	0.322884	0.0	0.252945	0.886107	0.50555	2.925294	0.0	0.0	0.038218	0.141059	0.0
1.00000	chr17a	57217901	57217985	MSTRG.6134.14	0.547148	0.0	0.0	0.099829	0.019388	0.0	0.009453	2.18244	0.644661	0.005779	0.0	0.008588	0.045503	0.0	0.0	0.005386	0.0	0.0	0.004584	0.0	0.0
1.00000	chr17a	57172508	57172943	MSTRG.6134.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.721869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr17a	57172618	57173037	MSTRG.6134.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr17a	57217270	57217284	MSTRG.6134.23	0.006053	0.258067	0.0	0.0	0.003557	0.0	0.0	0.0	0.003504	0.0	0.0	0.0	0.001902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.92874	chr17a	57116190	57116244	MSTRG.6135.1	2.205862	0.0	0.0	0.0	0.23687	0.0	1.225718	0.20784	1.57454	0.0	0.0	0.0	0.523138	0.191281	0.0	0.492889	0.0	0.0	1.59999	0.0	0.0
0.81466	chr17a	57135532	57137530	MSTRG.6136.2	1.340499	1.289389	0.374406	1.1693	1.560294	0.106484	1.202428	0.665272	1.83961	0.091393	0.146291	1.953631	2.090683	0.290655	0.088845	0.156008	0.950669	0.13067	1.129303	0.322468	0.141731
NA	chr17a	57218892	57219782	MSTRG.6137.1	0.231609	0.5015	0.103731	0.141256	0.71081	0.047297	0.155442	0.635037	0.765117	0.105685	0.0	0.457576	0.464581	0.459051	0.00518	0.306462	0.114386	0.0	0.331355	0.158605	0.023906
0.98557	chr17a	57218926	57219782	MSTRG.6137.2	0.481258	0.0	0.239233	1.438769	3.527285	0.070372	0.643451	0.94699	0.810031	0.0	0.13018	0.255422	0.733754	0.154596	0.183834	0.57627	0.190786	0.047757	0.489288	0.4401	0.110135
1.00000	chr17a	57218926	57219782	MSTRG.6137.3	0.388825	0.0	0.050366	0.295735	1.483742	0.0	0.16442	0.358311	0.433485	0.0	0.017998	0.0	0.635116	0.130195	0.111417	0.0	0.338519	0.0	0.0	0.319476	0.194616
NA	chr17a	57218926	57219782	MSTRG.6137.4	0.255188	0.0	0.0	0.020269	0.228018	0.0	0.014183	0.0	0.120398	0.0	0.0	0.02901	0.322942	0.010856	0.011867	0.068068	0.0	0.0	0.077439	0.0	0.0
0.98220	chr17a	57218926	57219782	MSTRG.6137.5	0.212837	0.0	0.025565	0.78758	1.434712	0.0	0.067273	0.093092	0.271496	0.0	0.0	0.115126	0.371149	0.091765	0.073759	2.756478	0.223922	0.0	0.033672	0.0	0.0
NA	chr17a	57218892	57219782	MSTRG.6137.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227237	0.0	0.0	0.0	0.0	0.0
0.78980	chr17a	57246309	57247411	MSTRG.6138.1	2.352753	2.968758	0.681529	7.198702	5.036882	0.0	0.666412	2.240673	1.654454	0.158471	3.867082	0.491423	2.150162	0.294027	0.190756	2.75613	0.442357	0.0	0.08549	1.344059	0.537669
1.00000	chr17a	57638251	57638400	MSTRG.6141.1	0.0	0.0	0.0	0.0	0.0	0.0	0.058294	0.0	0.0	0.0	0.0	0.0	0.0	0.247317	0.0	1.941231	0.0	0.0	0.0	0.0	0.0
0.98377	chr17a	57651270	57651389	MSTRG.6142.1	2.492977	0.0	0.62641	0.315916	0.336426	0.406187	0.501154	0.923452	1.345248	0.099316	0.352133	0.968597	0.959577	0.524023	0.0	0.327665	0.202726	0.0	0.516402	0.0	0.0
NA	chr17a	57656216	57656326	MSTRG.6144.1	0.115743	0.0	0.0	0.0	0.0403	0.0	0.0	0.0	0.218695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178576	0.0	0.0
0.87092	chr17a	57754287	57755038	MSTRG.6147.1	0.848744	0.215465	0.547692	3.546911	4.990513	0.860586	0.935222	1.572911	1.895915	0.222506	0.573018	0.855329	1.552966	0.506848	0.206124	5.800407	0.529546	0.0	1.140859	0.305009	0.621453
NA	chr17a	57737170	57737374	MSTRG.6147.2	0.009432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055831	0.0	0.0	0.004097	0.108936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.99703	chr17a	57754287	57755038	MSTRG.6147.3	0.150611	0.0	0.0	0.279298	3.908752	0.0	0.160602	0.334536	1.084476	0.0	0.0	0.0	0.940291	0.097908	0.0	0.0	0.384578	0.0	0.0	0.32073	0.124432
0.93083	chr17a	57754253	57755038	MSTRG.6147.4	0.731768	0.0	0.0	1.947142	4.822818	0.0	0.179845	0.629431	0.87893	0.0	0.0	0.873624	0.996088	0.493398	0.149682	4.527291	0.421106	0.0	0.581515	0.378431	0.061233
1.00000	chr17a	57754287	57755038	MSTRG.6147.5	0.726945	0.0	0.0	0.040362	1.033721	0.0	0.0	0.0	0.57205	0.0	0.0	0.883645	0.02529	0.030211	0.0	0.169554	0.064755	0.0	0.028515	0.086933	0.0
0.97698	chr17a	57749807	57750446	MSTRG.6147.6	0.247811	0.0	0.338625	1.134782	2.457517	0.0	0.102394	0.957688	0.348899	0.0	0.0	0.352599	1.33304	0.076035	0.040809	0.264945	0.399173	0.0	0.309838	0.0	0.077549
1.00000	chr17a	57754287	57755038	MSTRG.6147.7	0.0	0.0	0.0	0.0	1.553153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	57754287	57755038	MSTRG.6147.8	0.081537	0.0	0.0	0.275248	4.33713	0.0	0.0	0.194365	0.077764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16463	0.0
0.91453	chr17a	57756910	57757170	MSTRG.6148.1	1.603233	0.0	0.0	0.098233	1.898384	0.0	0.0	0.0	3.130664	0.0	0.0	0.0	4.181256	0.0	0.0	1.210868	0.374678	0.0	0.0	0.0	0.0
1.00000	chr17a	57794827	57794897	MSTRG.6149.1	0.211204	0.0	0.0	0.0	0.0	0.0	0.0	0.096997	0.209071	0.0	0.0	0.177874	0.135337	0.0	0.0	4.903333	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	57816367	57816516	MSTRG.6149.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.246765	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	57816367	57816516	MSTRG.6149.3	0.104485	0.0	0.0	0.0	0.0	0.0	0.499282	0.0	0.0	0.0	0.261567	0.209642	0.124564	0.0	0.0	10.216952	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	57816367	57816516	MSTRG.6149.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.437213	0.0	0.0	0.0	0.0	0.0	0.0	5.283519	0.0	0.0	0.0	0.0	0.0
0.95109	chr17a	57987773	57987861	MSTRG.6151.1	0.0	0.0	0.400861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.516328	0.0	2.466035	0.0	0.0	0.0	0.0	0.0
0.94154	chr17a	58215111	58215230	MSTRG.6157.1	2.82733	0.0	0.629622	0.399184	0.731723	0.409296	0.499212	1.465123	1.893229	0.377172	0.351876	1.215321	0.962138	0.522682	0.0	0.328541	0.325148	0.0	0.759298	0.0	0.0
0.95270	chr17a	58228398	58229175	MSTRG.6158.1	2.583313	0.0	0.534626	0.462916	0.057046	0.0	0.713197	0.0	1.966908	0.0	0.0	1.230898	1.013613	0.0	0.0	0.709676	0.368043	0.0	0.869595	0.0	0.043295
0.95062	chr17a	58228398	58229175	MSTRG.6158.2	0.95176	2.301841	0.326072	1.158898	0.383679	0.121161	0.40928	0.468189	1.575496	0.073857	0.113389	0.0	0.870739	0.458187	0.114262	1.247736	0.222162	0.0	0.461366	0.32758	0.010268
NA	chr17a	58317531	58318489	MSTRG.6159.1	0.243392	0.0	0.064589	0.135477	0.399368	0.0	0.481519	0.047266	0.549595	0.0	0.0	0.017667	0.090153	0.001153	0.0	0.003333	0.0	0.0	0.006063	0.048167	0.015047
0.99206	chr17a	58317565	58318489	MSTRG.6159.10	0.592437	0.0	0.097287	0.638984	1.028004	0.0	0.437464	0.460749	1.624655	0.08771	0.0	0.693009	1.050655	0.205147	0.236809	0.354063	0.166847	0.060992	0.326264	0.116909	0.209336
0.99747	chr17a	58317531	58318489	MSTRG.6159.11	0.015591	0.0	0.0	0.828034	1.068302	0.0	0.061663	0.146276	0.613661	0.0	0.0	0.0	0.097538	0.016153	0.0	3.681323	0.0	0.0	0.029395	0.0	0.0
1.00000	chr17a	58317565	58318489	MSTRG.6159.2	0.669191	0.49744	0.0	0.240352	0.0	0.0	0.374929	0.212427	1.030433	0.0	0.0	0.0	0.655176	0.144732	0.236589	0.041228	0.199273	0.0	0.432646	0.184172	0.188219
NA	chr17a	58317531	58318489	MSTRG.6159.3	0.234167	0.0	0.256629	0.75164	0.0	0.099808	0.001038	0.659987	0.960683	0.179762	0.123563	0.092227	0.793958	0.221991	0.104747	0.000677	0.112866	0.0	0.056066	0.324793	0.051386
1.00000	chr17a	58317565	58318489	MSTRG.6159.4	0.251291	0.0	0.0	0.87991	3.996348	0.0	0.022682	0.33399	0.686644	0.0	0.0	0.0	0.250574	0.0	0.0	0.0	0.02726	0.0	0.009468	0.0	0.0
NA	chr17a	58317565	58318489	MSTRG.6159.5	0.331183	0.0	0.0	0.584395	0.91677	0.0	0.0	0.0	0.888242	0.0	0.0	0.303826	0.343392	0.038658	0.0	0.891487	0.247666	0.0	0.039061	0.360134	0.0
0.92789	chr17a	58317565	58318489	MSTRG.6159.6	0.84017	0.0	0.0	3.516345	4.962342	0.0	0.322133	1.417254	1.503373	0.0	0.0	0.604937	1.345152	0.279218	0.0	0.256952	0.426749	0.0	0.49661	0.121762	0.029395
1.00000	chr17a	58317531	58318489	MSTRG.6159.7	0.0	0.0	0.0	0.208676	0.145463	0.0	1.108328	0.0	0.094107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020851	0.0	0.21517	0.041066	0.0
1.00000	chr17a	58317531	58318489	MSTRG.6159.8	0.374884	0.0	0.0	0.070013	1.518172	0.0	0.000514	0.0	0.239922	0.0	0.0	0.0	0.0	0.0	0.002365	0.0	0.0	0.0	0.0	0.0	0.0
0.98985	chr17a	58317565	58318489	MSTRG.6159.9	0.074699	0.0	0.20601	0.298666	1.519308	0.0	0.007116	0.136991	0.273417	0.0	0.0	0.43037	0.483194	0.139345	0.0	7.845715	0.247703	0.0	0.014225	0.323397	0.0
0.91695	chr17a	58320712	58321137	MSTRG.6160.1	0.119598	0.0	0.0	0.0	4.335316	0.0	0.0	0.0	0.476064	0.0	0.105095	0.0	3.523101	0.0	0.0	3.244399	0.03096	0.0	0.0	0.0	0.0
1.00000	chr10a	68855138	68855603	MSTRG.616.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.358528	0.0	0.0	0.0	0.0	0.0	0.0	6.490305	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58379828	58379977	MSTRG.6161.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.262451	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58379828	58379977	MSTRG.6161.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.139982	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58379828	58379977	MSTRG.6161.3	0.062522	0.0	0.0	0.409767	0.0	0.0	0.0	0.0	0.125752	0.0	0.0	0.0	0.0	0.0	0.0	10.300555	0.0	0.0	0.090002	0.0	0.077705
1.00000	chr17a	58379828	58379977	MSTRG.6161.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043665	0.187034	0.0	0.0	0.0	0.141071	0.0	0.0	3.757077	0.0	0.0	0.0	0.0	0.0
0.93102	chr17a	58344865	58344917	MSTRG.6162.1	1.233141	0.0	0.0	0.774114	2.119712	1.224257	0.411304	1.324442	0.406874	0.0	0.0	0.0	0.899153	0.164223	0.0	2.848582	0.0	0.0	0.0	0.0	0.612697
1.00000	chr17a	58396770	58397016	MSTRG.6163.1	0.0	0.0	0.0	0.0	0.0	0.0	0.170635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.465243	0.058517	0.0	0.0	0.0	0.0
1.00000	chr17a	58557579	58557698	MSTRG.6166.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.838966	0.0	0.923062	0.0	0.0	0.0	0.0	0.0
0.93467	chr10a	68837436	68837559	MSTRG.617.1	0.422854	8.441144	0.0	0.0	0.0	0.0	0.0	0.0	0.977591	3.753657	0.0	0.0	0.420476	0.0	0.0	4.325508	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58749609	58749723	MSTRG.6171.2	0.042401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063381	0.029622	0.0	1.634457	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58928301	58928450	MSTRG.6172.28	0.176687	0.0	0.0	0.394793	0.685276	0.0	0.069757	0.075634	0.276465	0.0	0.0	0.0	0.099548	0.0	0.0	6.732262	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58928301	58928450	MSTRG.6172.29	0.098622	0.0	0.227601	0.0	0.0	0.0	0.0	0.0	0.216557	0.0	0.0	0.0	0.335581	0.0	0.0	4.671442	0.0	0.0	0.0	0.0	0.210874
1.00000	chr17a	58928301	58928450	MSTRG.6172.31	0.010698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009988	0.0	0.0	0.064724	0.0	0.0	0.0	3.405259	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58928301	58928450	MSTRG.6172.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.617116	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	58928301	58928450	MSTRG.6172.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043674	0.187036	0.0	0.0	0.0	0.0	0.0	0.0	3.942923	0.0	0.0	0.0	0.0	0.0
0.99172	chr17a	58858320	58860069	MSTRG.6175.1	0.489325	0.194633	0.166539	0.934939	2.418574	0.04363	0.411649	0.670598	1.157537	0.040399	0.092189	0.452322	0.834617	0.214546	0.174819	0.129755	0.106011	0.125631	0.380995	0.202144	0.557398
0.91532	chr17a	58865881	58866737	MSTRG.6175.2	0.896557	0.0	0.060479	2.29348	1.9761	0.0	1.235346	0.315917	0.554999	0.0	0.208955	0.406474	1.253866	0.074212	0.0	0.0	1.332532	0.0	0.629438	0.651838	0.0
0.96384	chr17a	58865881	58866737	MSTRG.6175.3	0.611472	0.273716	0.009908	1.367339	2.168416	0.0	0.312267	0.597165	0.845613	0.07792	0.0	0.0	0.740397	0.252147	0.049304	0.071453	0.657783	0.0	1.28013	0.22834	0.0
0.97030	chr17a	58865881	58866737	MSTRG.6175.4	1.255419	0.0	0.099702	0.37988	1.466601	0.0	0.101851	0.079402	0.727634	0.0	0.003666	0.506958	0.922991	0.074065	0.0	0.02035	0.039611	0.0	0.134959	0.028176	0.094643
1.00000	chr17a	58858320	58860069	MSTRG.6175.5	0.006566	0.0	0.0	1.065114	0.326121	0.034544	0.019869	0.224708	0.032336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087729	0.0	0.0	0.01196	0.0
1.00000	chr17a	58865881	58866737	MSTRG.6175.6	0.0	0.0	0.0	0.0	0.099184	0.0	0.0	0.797743	0.399225	0.0	0.0	0.0	0.0	0.0	0.0	4.80994	0.050866	0.0	0.0	0.0	0.0
0.89149	chr17a	58893266	58893723	MSTRG.6176.1	1.67596	1.940683	0.0	3.238133	4.287885	0.174871	0.454545	0.974873	0.60134	0.0	0.78465	0.383724	1.549372	0.231508	0.458256	1.443467	0.409728	0.0	0.159272	0.741457	0.770768
0.96287	chr17a	59100237	59100273	MSTRG.6177.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.701733	0.0	2.091915	0.0	0.0	0.0	0.0	0.0
1.00000	chr17a	59179897	59180004	MSTRG.6179.1	0.133075	0.0	0.0	0.0	0.32837	0.0	0.0	0.0	0.407461	0.0	0.0	0.0	0.0	0.0	0.0	5.571903	0.0	0.0	0.0	0.0	0.0
1.00000	chr10a	68878011	68879957	MSTRG.618.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098783	0.0	0.0	0.0	8.849901	0.0	0.0	0.0	0.0	0.0
1.00000	chr10a	68850997	68851219	MSTRG.618.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.496933	0.0	0.0	0.0	0.0	0.0
1.00000	chr10a	68850992	68851219	MSTRG.618.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.672909	0.0	0.0	0.0	0.0	0.0
0.92115	chr17a	59278070	59279386	MSTRG.6183.1	2.447887	0.090356	0.298762	0.154817	0.221445	0.0	0.889092	0.29364	2.28798	0.0	0.0	0.319042	0.894548	0.082727	0.114376	0.527926	0.113114	0.031136	1.793376	0.047635	0.159961
1.00000	chr10a	68850992	68851219	MSTRG.618.4	0.0	0.0	0.0	0.0	0.0	0.0	0.181908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.866807	0.0	0.0	0.0	0.0	0.0
NA	chr17a	59350163	59350431	MSTRG.6184.19	0.0	0.0	0.0	0.0	0.087375	0.0	0.0	0.027175	0.095206	0.0	0.0	0.018094	0.016121	0.0	0.0	0.036963	0.0	0.0	0.002473	0.0	0.0
NA	chr17a	59336353	59336380	MSTRG.6184.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.00000	chr10a	68850997	68851219	MSTRG.618.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.366546	0.0	0.0	0.0	0.0	0.0
0.92403	chr17a	59382161	59383085	MSTRG.6187.1	0.655676	0.311146	0.556931	3.548145	7.004831	0.389421	0.536077	1.324441	1.816585	0.12273	0.414177	1.122044	1.761856	0.433475	0.543703	1.14088	0.944275	0.130543	0.802557	0.745452	0.707155
NA	chr17a	59374606	59374784	MSTRG.6187.10	0.305476	0.0	0.069107	0.528469	0.698457	0.0	0.493728	0.697474	0.996196	0.0	0.0	0.205905	0.655106	0.015835	0.0	0.020998	0.168293	0.16736	0.245713	0.125108	0.0
1.00000	chr17a	59382161	59383085	MSTRG.6187.11	0.022395	0.0	0.0	0.319725	5.764184	0.0	0.076019	0.0	0.941457	0.0	0.0	0.677967	0.285726	0.0	0.0	0.0	0.034149	0.0	0.409492	0.160677	0.0
NA	chr17a	59382161	59383085	MSTRG.6187.12	0.34686	0.0	0.0	0.0	0.02217	0.0	0.0	0.255019	0.978815	0.0	0.0	0.044272	0.175817	0.007613	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA	chr17a	59382127	59383085	MSTRG.6187.13	0.000973	0.0	0.0	0.0	0.370107	0.0	0.003278	0.0	0.025065	0.0	0.0	0.013666	0.003603	0.0	0.0	0.442218	0.0	0.0	0.0039	0.002909	0.002627
1.00000	chr17a	59382127	59383085	MSTRG.6187.14	0.011074	0.0	0.0	0.0	0.151973	0.0	0.0	0.041654	0.060123	0.0	0.0	0.0	0.061769	0.0	0.0	10.068947	0.0	0.0	0.0	0.0	0.0
0.99579	chr17a	59382161	59383085	MSTRG.6187.2	0.575863	0.0	0.0	0.720497	1.757997	0.0	0.164955	0.0	1.048653	0.0	0.0	0.647261	0.79108	0.183228	0.0	0.0	0.705723	0.0	0.319772	0.086145	0.0
0.91676	chr17a	59382127	59383085	MSTRG.6187.3	0.190519	0.0	0.0	1.355278	1.314352	0.0	1.262083	0.006027	0.105223	0.0	0.0	0.0	0.215808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.92461	chr17a	59382161	59383085	MSTRG.6187.4	0.811706	0.0	0.0	0.307718	3.329405	0.0	0.738466	0.746591	1.386141	0.0	0.0	0.865056	2.812964	0.198559	0.0	5.475099	0.061503	0.0	0.803838	0.581307	0.474694
1.00000	chr17a	59382127	59383085	MSTRG.6187.5	0.139571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046817	0.0	0.0	0.0	1.340596	0.049573	0.0	0.245338	0.0	0.0	0.0	0.0	0.0
0.99610	chr17a	59382127	59383085	MSTRG.6187.6	0.312589	0.0	0.055294	0.0	3.130546	0.0	0.0	1.093053	0.887086	0.0	0.0	0.0	0.0	0.0	0.0	0.027385	0.0	0.0	0.0	0.0	0.0
0.92887	chr17a	59374606	59374784	MSTRG.6187.7	0.343915	0.0	0.091987	1.530664	1.690719	0.0	0.118436	0.050288	1.378983	0.0	0.0	0.015493	0.334539	0.579126	0.0	0.000515	0.168599	0.0	0.116634	0.035463	0.0
NA	chr17a	59382127	59383085	MSTRG.6187.8	0.00019	0.0	0.0	0.542162	0.52049	0.0	0.0	0.0	0.093919	0.0	0.0	0.0	0.000312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
